location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Jackson, Kentucky",Confirmed (per 100k),277.59,24.65,0.09,1.25,5,5,10,1
"Adair, Kentucky",Confirmed (per 100k),234.35,29.76,0.13,1.81,5,5,10,2
"Butler, Kentucky",Confirmed (per 100k),209.64,25.51,0.12,1.86,5,5,10,0
"Wayne, West Virginia",Confirmed (per 100k),175.12,22.12,0.13,1.30,5,5,10,1
"Caddo, Oklahoma",Confirmed (per 100k),166.89,14.40,0.09,1.69,5,5,10,5
"Ford, Kansas",Confirmed (per 100k),151.70,12.75,0.08,1.64,5,5,10,1
"Sanborn, South Dakota",Confirmed (per 100k),127.99,18.28,0.14,1.71,5,5,10,0
"Walworth, South Dakota",Confirmed (per 100k),92.00,13.14,0.14,1.00,5,5,10,0
"Motley, Texas",Confirmed (per 100k),83.33,11.90,0.14,1.71,5,5,10,0
"Hyde, South Dakota",Confirmed (per 100k),76.86,10.98,0.14,1.71,5,5,10,0
"Buchanan, Virginia",Confirmed (per 100k),57.13,7.48,0.13,1.65,5,5,10,3
"Lake, Tennessee",Confirmed (per 100k),57.01,8.14,0.14,1.71,5,5,10,0
"Louisa, Iowa",Confirmed (per 100k),1504.30,176.06,0.12,2.89,5,4,9,1
"Lincoln, Arkansas",Confirmed (per 100k),468.37,52.65,0.11,2.74,5,4,9,-1
"Marion, Ohio",Confirmed (per 100k),424.01,28.97,0.07,2.52,5,4,9,1
"Wilcox, Georgia",Confirmed (per 100k),393.75,44.67,0.11,2.67,5,4,9,-1
"Pickaway, Ohio",Confirmed (per 100k),335.29,33.48,0.10,2.39,5,4,9,2
"Moore, Texas",Confirmed (per 100k),281.76,29.34,0.10,2.69,5,4,9,2
"Fluvanna, Virginia",Confirmed (per 100k),234.69,26.19,0.11,2.37,5,4,9,2
"DeKalb, Indiana",Confirmed (per 100k),138.01,18.40,0.13,2.11,5,4,9,-1
"Colonial Heights, Virginia",Confirmed (per 100k),103.63,13.16,0.13,2.28,5,4,9,-1
"Washington, Colorado",Confirmed (per 100k),101.87,11.64,0.11,2.93,5,4,9,4
"Franklin, Nebraska",Confirmed (per 100k),100.70,14.39,0.14,2.64,5,4,9,-1
"Stanton, Kansas",Confirmed (per 100k),99.70,14.24,0.14,2.06,5,4,9,-1
"Coryell, Texas",Confirmed (per 100k),92.16,9.03,0.10,2.98,5,4,9,3
"Perquimans, North Carolina",Confirmed (per 100k),89.13,10.61,0.12,2.20,5,4,9,3
"Dawson, Nebraska",Confirmed (per 100k),89.00,10.29,0.12,2.45,5,4,9,-1
"Todd, Kentucky",Confirmed (per 100k),81.34,9.30,0.11,2.76,5,4,9,0
"Sully, South Dakota",Confirmed (per 100k),71.89,10.27,0.14,2.41,5,4,9,-1
"Graves, Kentucky",Confirmed (per 100k),64.40,5.37,0.08,2.71,5,4,9,2
"Brunswick, Virginia",Confirmed (per 100k),61.61,7.04,0.11,2.23,5,4,9,3
"Jack, Texas",Confirmed (per 100k),33.58,4.80,0.14,1.94,4,5,9,2
"Montmorency, Michigan",Confirmed (per 100k),21.44,1.53,0.07,1.71,4,5,9,0
"Evans, Georgia",Confirmed (per 100k),18.77,2.68,0.14,1.36,4,5,9,0
"Alfalfa, Oklahoma",Confirmed (per 100k),17.54,2.51,0.14,1.71,4,5,9,0
"Van Buren, Tennessee",Confirmed (per 100k),17.03,2.43,0.14,1.71,4,5,9,0
"Pike, Indiana",Confirmed (per 100k),16.14,2.31,0.14,1.71,4,5,9,0
"Johnson, Illinois",Confirmed (per 100k),16.11,2.30,0.14,1.00,4,5,9,0
"Dakota, Nebraska",Confirmed (per 100k),14.98,1.43,0.10,1.71,4,5,9,0
"Ellis, Kansas",Confirmed (per 100k),14.01,2.00,0.14,1.88,4,5,9,0
"Nobles, Minnesota",Confirmed (per 100k),13.87,1.98,0.14,1.94,4,5,9,2
"Fleming, Kentucky",Confirmed (per 100k),13.72,1.96,0.14,1.71,4,5,9,0
"Scurry, Texas",Confirmed (per 100k),11.97,1.71,0.14,1.71,4,5,9,0
"Yoakum, Texas",Confirmed (per 100k),11.48,1.64,0.14,1.71,4,5,9,0
"Washita, Oklahoma",Confirmed (per 100k),9.16,1.31,0.14,1.71,4,5,9,0
"Grant, West Virginia",Confirmed (per 100k),8.64,1.23,0.14,1.71,4,5,9,0
"Boundary, Idaho",Confirmed (per 100k),8.17,1.17,0.14,1.71,4,5,9,0
"Cass, Iowa",Confirmed (per 100k),7.79,1.11,0.14,1.71,4,5,9,0
"Minnehaha, South Dakota",Confirmed (per 100k),551.43,52.22,0.09,3.52,5,3,8,0
"Upson, Georgia",Confirmed (per 100k),528.12,57.53,0.11,3.02,5,3,8,1
"Macon, Georgia",Confirmed (per 100k),363.02,39.72,0.11,3.34,5,3,8,-1
"Saline, Missouri",Confirmed (per 100k),224.07,18.83,0.08,3.38,5,3,8,-1
"Baldwin, Georgia",Confirmed (per 100k),216.08,20.05,0.09,3.71,5,3,8,1
"Newton, Indiana",Confirmed (per 100k),207.38,23.50,0.11,3.65,5,3,8,-1
"Oglethorpe, Georgia",Confirmed (per 100k),203.16,15.92,0.08,3.23,5,3,8,-1
"Jerauld, South Dakota",Confirmed (per 100k),198.71,21.29,0.11,3.57,5,3,8,-1
"Custer, Nebraska",Confirmed (per 100k),176.30,21.21,0.12,3.50,5,3,8,-2
"Delaware, Oklahoma",Confirmed (per 100k),172.06,19.60,0.11,3.37,5,3,8,-1
"Jefferson, Florida",Confirmed (per 100k),161.45,14.04,0.09,3.85,5,3,8,1
"Panola, Texas",Confirmed (per 100k),137.97,11.09,0.08,3.42,5,3,8,1
"Golden Valley, Montana",Confirmed (per 100k),121.80,17.40,0.14,3.11,5,3,8,-2
"Pulaski, Illinois",Confirmed (per 100k),112.46,13.39,0.12,3.52,5,3,8,-1
"Habersham, Georgia",Confirmed (per 100k),105.89,6.62,0.06,3.64,5,3,8,1
"Gadsden, Florida",Confirmed (per 100k),96.36,10.01,0.10,3.30,5,3,8,-2
"Coffee, Alabama",Confirmed (per 100k),89.79,8.73,0.10,3.69,5,3,8,-1
"Perry, Alabama",Confirmed (per 100k),89.66,9.61,0.11,3.57,5,3,8,-1
"Crawford, Georgia",Confirmed (per 100k),88.68,8.06,0.09,3.01,5,3,8,2
"Stone, Mississippi",Confirmed (per 100k),87.26,8.57,0.10,3.99,5,3,8,-1
"Bracken, Kentucky",Confirmed (per 100k),84.31,8.60,0.10,3.38,5,3,8,-2
"Wicomico, Maryland",Confirmed (per 100k),83.97,7.72,0.09,3.62,5,3,8,-1
"Black Hawk, Iowa",Confirmed (per 100k),83.06,7.18,0.09,3.52,5,3,8,-1
"Kennebec, Maine",Confirmed (per 100k),76.86,7.83,0.10,3.47,5,3,8,-1
"Lafayette, Arkansas",Confirmed (per 100k),75.48,6.47,0.09,3.80,5,3,8,2
"Daviess, Indiana",Confirmed (per 100k),71.96,6.85,0.10,3.06,5,3,8,2
"Hancock, Georgia",Confirmed (per 100k),70.95,6.76,0.10,3.28,5,3,8,-1
"Towns, Georgia",Confirmed (per 100k),66.46,7.12,0.11,3.11,5,3,8,2
"Prince Edward, Virginia",Confirmed (per 100k),65.78,7.52,0.11,3.45,5,3,8,-1
"Grant, Kentucky",Confirmed (per 100k),63.82,6.84,0.11,3.28,5,3,8,-1
"Jefferson Davis, Mississippi",Confirmed (per 100k),62.90,8.99,0.14,3.31,5,3,8,-1
"Polk, Nebraska",Confirmed (per 100k),57.55,5.48,0.10,3.11,5,3,8,-2
"Dorchester, Maryland",Confirmed (per 100k),56.38,5.37,0.10,3.86,5,3,8,1
"McCreary, Kentucky",Confirmed (per 100k),52.23,6.63,0.13,3.28,5,3,8,-1
"Ballard, Kentucky",Confirmed (per 100k),50.71,3.62,0.07,2.76,4,4,8,1
"Spencer, Kentucky",Confirmed (per 100k),46.51,5.17,0.11,3.21,5,3,8,2
"Bremer, Iowa",Confirmed (per 100k),39.90,3.99,0.10,2.81,4,4,8,2
"Hamilton, Kansas",Confirmed (per 100k),39.39,5.63,0.14,3.11,5,3,8,-2
"Prince of Wales-Hyder, Alaska",Confirmed (per 100k),32.24,4.61,0.14,2.06,4,4,8,-1
"Pecos, Texas",Confirmed (per 100k),31.60,3.61,0.11,2.58,4,4,8,2
"Hampshire, West Virginia",Confirmed (per 100k),30.20,3.70,0.12,2.99,4,4,8,0
"Kewaunee, Wisconsin",Confirmed (per 100k),29.36,2.80,0.10,2.93,4,4,8,1
"Yates, New York",Confirmed (per 100k),28.10,2.87,0.10,2.83,4,4,8,0
"Guthrie, Iowa",Confirmed (per 100k),28.07,2.67,0.10,2.76,4,4,8,8
"Kearny, Kansas",Confirmed (per 100k),26.06,3.72,0.14,2.41,4,4,8,-1
"Montague, Texas",Confirmed (per 100k),25.23,2.88,0.11,2.76,4,4,8,3
"Red Lake, Minnesota",Confirmed (per 100k),24.66,3.52,0.14,2.41,4,4,8,-1
"Liberty, Florida",Confirmed (per 100k),23.94,3.42,0.14,2.41,4,4,8,-1
"Trimble, Kentucky",Confirmed (per 100k),23.61,3.37,0.14,2.41,4,4,8,-1
"Big Horn, Montana",Confirmed (per 100k),22.52,2.15,0.10,2.41,4,4,8,-1
"Montgomery, Georgia",Confirmed (per 100k),21.81,3.12,0.14,2.41,4,4,8,-1
"Rock, Minnesota",Confirmed (per 100k),21.47,3.07,0.14,2.41,4,4,8,-1
"Perry, Indiana",Confirmed (per 100k),20.87,2.98,0.14,2.93,4,4,8,1
"Noble, Ohio",Confirmed (per 100k),20.80,2.97,0.14,2.18,4,4,8,-1
"Pine, Minnesota",Confirmed (per 100k),20.28,2.90,0.14,2.87,4,4,8,-1
"Whitley, Kentucky",Confirmed (per 100k),19.30,1.97,0.10,2.55,4,4,8,-1
"Brule, South Dakota",Confirmed (per 100k),18.88,2.70,0.14,2.41,4,4,8,-1
"Hancock, Illinois",Confirmed (per 100k),16.94,1.61,0.10,2.76,4,4,8,3
"Lake, Michigan",Confirmed (per 100k),16.87,2.41,0.14,2.41,4,4,8,-1
"Colfax, New Mexico",Confirmed (per 100k),16.75,2.39,0.14,2.76,4,4,8,-1
"Williams, Ohio",Confirmed (per 100k),16.35,1.95,0.12,2.55,4,4,8,3
"Rains, Texas",Confirmed (per 100k),15.98,2.28,0.14,2.41,4,4,8,1
"Hocking, Ohio",Confirmed (per 100k),14.15,2.02,0.14,2.06,4,4,8,-1
"Falls Church, Virginia",Confirmed (per 100k),13.68,1.95,0.14,2.41,4,4,8,-1
"Quay, New Mexico",Confirmed (per 100k),12.12,1.73,0.14,2.41,4,4,8,-1
"Sawyer, Wisconsin",Confirmed (per 100k),12.08,1.73,0.14,2.76,4,4,8,2
"Warren, Illinois",Confirmed (per 100k),11.87,1.70,0.14,2.76,4,4,8,-1
"Putnam, Ohio",Confirmed (per 100k),11.81,1.27,0.11,2.18,4,4,8,8
"Gallatin, Kentucky",Confirmed (per 100k),11.28,1.61,0.14,2.41,4,4,8,-1
"Big Horn, Wyoming",Confirmed (per 100k),8.48,1.21,0.14,2.41,4,4,8,-1
"Todd, Minnesota",Confirmed (per 100k),8.11,1.16,0.14,2.41,4,4,8,-1
"Summers, West Virginia",Confirmed (per 100k),7.95,1.14,0.14,2.41,4,4,8,-1
"Green Lake, Wisconsin",Confirmed (per 100k),5.29,0.76,0.14,1.71,3,5,8,0
"Mingo, West Virginia",Confirmed (per 100k),4.27,0.61,0.14,1.71,3,5,8,0
"Coos, Oregon",Confirmed (per 100k),1.55,0.22,0.14,1.71,3,5,8,0
"Tama, Iowa",Confirmed (per 100k),676.40,55.10,0.08,6.22,5,2,7,0
"New Haven, Connecticut",Confirmed (per 100k),487.04,35.00,0.07,6.56,5,2,7,0
"Tallapoosa, Alabama",Confirmed (per 100k),391.41,32.56,0.08,4.22,5,2,7,-1
"Hall, Nebraska",Confirmed (per 100k),376.51,33.76,0.09,4.79,5,2,7,-1
"Wilcox, Alabama",Confirmed (per 100k),375.98,28.92,0.08,5.72,5,2,7,0
"Hinsdale, Colorado",Confirmed (per 100k),365.85,34.84,0.10,4.15,5,2,7,-1
"Scott, Mississippi",Confirmed (per 100k),355.57,22.86,0.06,5.73,5,2,7,1
"Morgan, Colorado",Confirmed (per 100k),354.34,32.44,0.09,4.16,5,2,7,-1
"Muscatine, Iowa",Confirmed (per 100k),346.90,24.11,0.07,6.33,5,2,7,0
"Bienville, Louisiana",Confirmed (per 100k),339.85,26.97,0.08,6.02,5,2,7,0
"McKinley, New Mexico",Confirmed (per 100k),339.09,31.03,0.09,4.27,5,2,7,0
"Berks, Pennsylvania",Confirmed (per 100k),336.92,31.17,0.09,4.95,5,2,7,0
"Providence, Rhode Island",Confirmed (per 100k),324.29,25.15,0.08,5.10,5,2,7,1
"Hartford, Connecticut",Confirmed (per 100k),320.62,24.43,0.08,6.02,5,2,7,0
"Sussex, Delaware",Confirmed (per 100k),298.00,24.34,0.08,5.49,5,2,7,0
"Lebanon, Pennsylvania",Confirmed (per 100k),268.00,18.14,0.07,6.84,5,2,7,0
"Dearborn, Indiana",Confirmed (per 100k),260.83,23.69,0.09,4.86,5,2,7,-1
"Lincoln, Mississippi",Confirmed (per 100k),251.81,23.01,0.09,4.00,5,2,7,0
"Lowndes, Alabama",Confirmed (per 100k),246.76,14.69,0.06,7.00,5,2,7,0
"Middlesex, Connecticut",Confirmed (per 100k),242.56,20.14,0.08,6.02,5,2,7,0
"Washington, Oklahoma",Confirmed (per 100k),240.65,20.24,0.08,5.80,5,2,7,0
"Smith, Mississippi",Confirmed (per 100k),232.47,18.85,0.08,5.39,5,2,7,0
"Adams, Mississippi",Confirmed (per 100k),228.07,18.15,0.08,5.90,5,2,7,0
"Juniata, Pennsylvania",Confirmed (per 100k),226.14,16.73,0.07,5.81,5,2,7,0
"Columbia, Pennsylvania",Confirmed (per 100k),224.74,16.93,0.08,6.13,5,2,7,0
"Harrisonburg, Virginia",Confirmed (per 100k),224.46,17.51,0.08,5.39,5,2,7,0
"Leake, Mississippi",Confirmed (per 100k),219.43,15.67,0.07,5.16,5,2,7,0
"Hopkins, Kentucky",Confirmed (per 100k),217.07,17.58,0.08,6.24,5,2,7,0
"Calhoun, Mississippi",Confirmed (per 100k),208.90,13.93,0.07,6.28,5,2,7,0
"Pike, Mississippi",Confirmed (per 100k),208.72,14.18,0.07,6.19,5,2,7,1
"Adams, Nebraska",Confirmed (per 100k),207.25,15.94,0.08,6.44,5,2,7,0
"Marion, Georgia",Confirmed (per 100k),203.37,20.51,0.10,4.27,5,2,7,-1
"Randolph, Alabama",Confirmed (per 100k),202.45,18.86,0.09,4.98,5,2,7,-1
"Shelby, Texas",Confirmed (per 100k),201.79,16.39,0.08,5.48,5,2,7,0
"Mecklenburg, Virginia",Confirmed (per 100k),199.43,19.15,0.10,5.60,5,2,7,-1
"Marion, Alabama",Confirmed (per 100k),198.59,16.83,0.08,6.26,5,2,7,0
"Franklin, Washington",Confirmed (per 100k),194.28,16.50,0.08,4.96,5,2,7,1
"Frederick, Maryland",Confirmed (per 100k),191.49,13.37,0.07,6.87,5,2,7,0
"Wilkinson, Georgia",Confirmed (per 100k),189.86,15.95,0.08,4.77,5,2,7,0
"Coosa, Alabama",Confirmed (per 100k),187.56,13.40,0.07,6.79,5,2,7,0
"Red River, Louisiana",Confirmed (per 100k),177.68,16.92,0.10,4.50,5,2,7,-1
"Franklin, Vermont",Confirmed (per 100k),174.08,14.75,0.08,6.20,5,2,7,0
"Noxubee, Mississippi",Confirmed (per 100k),172.79,6.86,0.04,5.88,5,2,7,3
"Isle of Wight, Virginia",Confirmed (per 100k),169.77,14.24,0.08,4.52,5,2,7,2
"Lyon, Kentucky",Confirmed (per 100k),158.34,15.66,0.10,4.81,5,2,7,-1
"Greene, New York",Confirmed (per 100k),156.82,14.53,0.09,4.41,5,2,7,1
"Washington, North Carolina",Confirmed (per 100k),155.44,12.34,0.08,7.00,5,2,7,0
"Monroe, Mississippi",Confirmed (per 100k),153.18,10.94,0.07,5.73,5,2,7,0
"Salem, New Jersey",Confirmed (per 100k),152.28,10.99,0.07,5.84,5,2,7,0
"Rowan, North Carolina",Confirmed (per 100k),152.02,15.28,0.10,4.14,5,2,7,-2
"Manassas, Virginia",Confirmed (per 100k),150.91,11.47,0.08,5.21,5,2,7,0
"Cumberland, New Jersey",Confirmed (per 100k),149.14,12.42,0.08,5.86,5,2,7,0
"Monroe, Illinois",Confirmed (per 100k),144.35,11.96,0.08,6.65,5,2,7,0
"Hale, Alabama",Confirmed (per 100k),143.33,10.73,0.07,5.32,5,2,7,-1
"Marion, Mississippi",Confirmed (per 100k),142.43,11.63,0.08,4.88,5,2,7,1
"Pike, Georgia",Confirmed (per 100k),142.39,11.30,0.08,5.33,5,2,7,1
"Greensville, Virginia",Confirmed (per 100k),141.14,13.86,0.10,4.05,5,2,7,-1
"Mobile, Alabama",Confirmed (per 100k),139.64,10.34,0.07,6.73,5,2,7,0
"Bradford, Florida",Confirmed (per 100k),138.29,10.13,0.07,6.27,5,2,7,0
"Stewart, Georgia",Confirmed (per 100k),135.93,10.79,0.08,6.16,5,2,7,0
"Buckingham, Virginia",Confirmed (per 100k),134.13,10.83,0.08,5.14,5,2,7,0
"Neshoba, Mississippi",Confirmed (per 100k),133.94,10.79,0.08,5.88,5,2,7,0
"Crawford, Michigan",Confirmed (per 100k),128.31,11.20,0.09,4.24,5,2,7,-1
"Warren, New York",Confirmed (per 100k),126.67,9.83,0.08,5.55,5,2,7,2
"Marshall, Iowa",Confirmed (per 100k),124.46,10.52,0.08,4.90,5,2,7,0
"Prince William, Virginia",Confirmed (per 100k),123.74,8.29,0.07,7.00,5,2,7,0
"Winn, Louisiana",Confirmed (per 100k),122.27,7.19,0.06,6.78,5,2,7,-1
"Susquehanna, Pennsylvania",Confirmed (per 100k),121.50,9.21,0.08,4.68,5,2,7,-1
"Fairfax, Virginia",Confirmed (per 100k),119.82,9.06,0.08,6.40,5,2,7,0
"Marshall, Alabama",Confirmed (per 100k),117.80,9.45,0.08,6.36,5,2,7,0
"Macon, Alabama",Confirmed (per 100k),116.23,10.28,0.09,4.76,5,2,7,0
"Lincoln, South Dakota",Confirmed (per 100k),116.15,7.95,0.07,6.29,5,2,7,0
"Jasper, Mississippi",Confirmed (per 100k),115.97,9.59,0.08,5.25,5,2,7,-1
"Wilkin, Minnesota",Confirmed (per 100k),112.78,11.51,0.10,6.02,5,2,7,0
"Greene, Indiana",Confirmed (per 100k),112.77,7.16,0.06,5.58,5,2,7,0
"Chatham, North Carolina",Confirmed (per 100k),108.77,10.93,0.10,4.23,5,2,7,-1
"Rock Island, Illinois",Confirmed (per 100k),108.54,7.15,0.07,6.27,5,2,7,0
"Scott, Missouri",Confirmed (per 100k),107.11,5.60,0.05,5.56,5,2,7,0
"Nacogdoches, Texas",Confirmed (per 100k),105.82,8.54,0.08,5.01,5,2,7,0
"Clinch, Georgia",Confirmed (per 100k),105.77,8.63,0.08,5.02,5,2,7,-1
"Clinton, Illinois",Confirmed (per 100k),103.83,9.89,0.10,5.94,5,2,7,0
"Shiawassee, Michigan",Confirmed (per 100k),102.76,7.55,0.07,6.10,5,2,7,0
"Christian, Kentucky",Confirmed (per 100k),102.18,7.91,0.08,6.74,5,2,7,0
"Covington, Mississippi",Confirmed (per 100k),101.95,9.20,0.09,4.84,5,2,7,0
"Labette, Kansas",Confirmed (per 100k),101.95,8.01,0.08,6.89,5,2,7,0
"Grady, Georgia",Confirmed (per 100k),101.49,8.70,0.09,4.73,5,2,7,-1
"Wilson, North Carolina",Confirmed (per 100k),101.47,7.16,0.07,6.98,5,2,7,0
"Winona, Minnesota",Confirmed (per 100k),101.02,9.06,0.09,4.26,5,2,7,2
"Waldo, Maine",Confirmed (per 100k),98.20,8.27,0.08,4.89,5,2,7,-1
"Cass, Indiana",Confirmed (per 100k),98.17,6.82,0.07,6.15,5,2,7,-1
"Muscogee, Georgia",Confirmed (per 100k),98.07,8.76,0.09,5.58,5,2,7,0
"Socorro, New Mexico",Confirmed (per 100k),96.17,6.87,0.07,6.67,5,2,7,2
"New London, Connecticut",Confirmed (per 100k),96.15,8.13,0.08,5.87,5,2,7,0
"Franklin, North Carolina",Confirmed (per 100k),96.15,9.02,0.09,5.22,5,2,7,-1
"Jones, North Carolina",Confirmed (per 100k),95.55,9.10,0.10,4.50,5,2,7,-2
"Cabarrus, North Carolina",Confirmed (per 100k),94.25,7.66,0.08,5.41,5,2,7,0
"Richmond, Georgia",Confirmed (per 100k),93.33,6.49,0.07,6.68,5,2,7,0
"Appling, Georgia",Confirmed (per 100k),92.46,6.22,0.07,5.71,5,2,7,2
"Manassas Park, Virginia",Confirmed (per 100k),91.54,7.36,0.08,4.96,5,2,7,1
"Howard, Arkansas",Confirmed (per 100k),90.90,5.41,0.06,7.00,5,2,7,2
"Dunn, North Dakota",Confirmed (per 100k),90.42,6.46,0.07,5.19,5,2,7,-1
"Columbus, North Carolina",Confirmed (per 100k),90.08,6.69,0.07,5.40,5,2,7,0
"Claiborne, Mississippi",Confirmed (per 100k),89.01,7.95,0.09,5.05,5,2,7,-1
"Calhoun, Michigan",Confirmed (per 100k),88.70,5.64,0.06,6.76,5,2,7,2
"Lamar, Mississippi",Confirmed (per 100k),88.41,6.54,0.07,5.55,5,2,7,0
"Henry, Alabama",Confirmed (per 100k),87.18,7.47,0.09,5.73,5,2,7,0
"Montgomery, Alabama",Confirmed (per 100k),86.98,6.12,0.07,5.87,5,2,7,2
"Franklin, Missouri",Confirmed (per 100k),85.60,7.15,0.08,6.95,5,2,7,0
"Webster, Kentucky",Confirmed (per 100k),84.99,6.62,0.08,5.42,5,2,7,0
"Rockingham, Virginia",Confirmed (per 100k),84.20,8.19,0.10,4.25,5,2,7,0
"Wayne, North Carolina",Confirmed (per 100k),83.65,6.15,0.07,5.85,5,2,7,0
"Telfair, Georgia",Confirmed (per 100k),81.97,6.31,0.08,6.08,5,2,7,1
"Scotland, Missouri",Confirmed (per 100k),81.60,5.83,0.07,5.88,5,2,7,-2
"Edgecombe, North Carolina",Confirmed (per 100k),81.60,6.66,0.08,4.58,5,2,7,-1
"Tulare, California",Confirmed (per 100k),79.79,5.98,0.07,5.74,5,2,7,2
"Bullock, Alabama",Confirmed (per 100k),79.20,7.07,0.09,4.64,5,2,7,2
"Brantley, Georgia",Confirmed (per 100k),78.50,5.98,0.08,5.10,5,2,7,-1
"Stafford, Virginia",Confirmed (per 100k),78.49,5.51,0.07,6.03,5,2,7,1
"Caldwell, Kentucky",Confirmed (per 100k),78.45,7.84,0.10,5.09,5,2,7,-1
"Douglas, Washington",Confirmed (per 100k),78.29,6.25,0.08,4.39,5,2,7,2
"Hampton, South Carolina",Confirmed (per 100k),78.04,5.95,0.08,4.50,5,2,7,1
"Jackson, Louisiana",Confirmed (per 100k),76.22,5.44,0.07,6.46,5,2,7,2
"McLean, Kentucky",Confirmed (per 100k),76.03,9.31,0.12,4.27,5,2,7,-2
"Echols, Georgia",Confirmed (per 100k),74.89,7.13,0.10,4.84,5,2,7,2
"Lawrence, Arkansas",Confirmed (per 100k),73.14,8.71,0.12,4.64,5,2,7,-1
"Screven, Georgia",Confirmed (per 100k),71.60,5.11,0.07,6.02,5,2,7,0
"Jones, Mississippi",Confirmed (per 100k),70.49,5.66,0.08,5.45,5,2,7,0
"Chicot, Arkansas",Confirmed (per 100k),69.18,7.06,0.10,4.77,5,2,7,1
"Charlotte, Virginia",Confirmed (per 100k),67.34,4.81,0.07,3.45,4,3,7,0
"Kenton, Kentucky",Confirmed (per 100k),67.07,5.99,0.09,5.08,5,2,7,1
"Russell, Kentucky",Confirmed (per 100k),66.95,5.58,0.08,4.00,5,2,7,-2
"Northumberland, Pennsylvania",Confirmed (per 100k),66.05,5.35,0.08,5.05,5,2,7,1
"Wyandot, Ohio",Confirmed (per 100k),64.30,5.91,0.09,5.58,5,2,7,1
"Hendry, Florida",Confirmed (per 100k),64.25,5.44,0.08,5.36,5,2,7,1
"Henderson, Kentucky",Confirmed (per 100k),64.15,7.27,0.11,4.80,5,2,7,-1
"Marion, Kentucky",Confirmed (per 100k),62.26,5.93,0.10,4.50,5,2,7,-1
"Snyder, Pennsylvania",Confirmed (per 100k),59.45,5.31,0.09,5.56,5,2,7,0
"Barbour, Alabama",Confirmed (per 100k),56.71,5.21,0.09,4.65,5,2,7,1
"Campbell, Kentucky",Confirmed (per 100k),56.63,5.19,0.09,5.25,5,2,7,-1
"Butler, Alabama",Confirmed (per 100k),56.56,5.14,0.09,4.00,5,2,7,-2
"Fayette, Illinois",Confirmed (per 100k),56.24,5.36,0.10,5.36,5,2,7,-1
"Crook, Wyoming",Confirmed (per 100k),52.74,5.65,0.11,4.73,5,2,7,1
"Harrison, Texas",Confirmed (per 100k),52.59,4.94,0.09,3.71,4,3,7,2
"Benton, Indiana",Confirmed (per 100k),45.72,3.27,0.07,3.80,4,3,7,1
"Texas, Oklahoma",Confirmed (per 100k),45.04,4.29,0.10,3.34,4,3,7,2
"Hardin, Ohio",Confirmed (per 100k),38.26,4.10,0.11,3.18,4,3,7,-1
"Chowan, North Carolina",Confirmed (per 100k),35.86,4.10,0.11,3.45,4,3,7,1
"Osceola, Iowa",Confirmed (per 100k),33.57,4.80,0.14,3.11,4,3,7,-2
"Richmond, North Carolina",Confirmed (per 100k),33.46,3.82,0.11,3.11,4,3,7,-1
"Dillon, South Carolina",Confirmed (per 100k),32.81,2.81,0.09,3.69,4,3,7,1
"Gilchrist, Florida",Confirmed (per 100k),32.29,3.84,0.12,3.94,4,3,7,0
"Clay, Nebraska",Confirmed (per 100k),32.24,4.61,0.14,3.11,4,3,7,-2
"Greenup, Kentucky",Confirmed (per 100k),31.34,2.04,0.06,3.52,4,3,7,1
"White Pine, Nevada",Confirmed (per 100k),31.32,2.98,0.10,3.45,4,3,7,7
"Monroe, Kentucky",Confirmed (per 100k),28.17,4.02,0.14,3.11,4,3,7,0
"Guernsey, Ohio",Confirmed (per 100k),25.72,2.94,0.11,3.37,4,3,7,1
"Richland, North Dakota",Confirmed (per 100k),24.73,2.65,0.11,3.11,4,3,7,-2
"Hidalgo, New Mexico",Confirmed (per 100k),23.82,3.40,0.14,3.11,4,3,7,-2
"Tensas, Louisiana",Confirmed (per 100k),23.07,3.30,0.14,3.11,4,3,7,-2
"Hot Springs, Wyoming",Confirmed (per 100k),22.66,3.24,0.14,3.11,4,3,7,-2
"McCurtain, Oklahoma",Confirmed (per 100k),21.32,2.18,0.10,3.52,4,3,7,-1
"Laurel, Kentucky",Confirmed (per 100k),19.73,2.11,0.11,3.72,4,3,7,1
"Spencer, Indiana",Confirmed (per 100k),19.73,2.11,0.11,3.57,4,3,7,1
"Phillips, Kansas",Confirmed (per 100k),19.11,2.73,0.14,3.11,4,3,7,-2
"Carter, Kentucky",Confirmed (per 100k),18.66,1.07,0.06,3.45,4,3,7,7
"Walker, Georgia",Confirmed (per 100k),18.64,1.84,0.10,3.57,4,3,7,3
"Green, Kentucky",Confirmed (per 100k),18.28,2.61,0.14,3.45,4,3,7,-1
"Coles, Illinois",Confirmed (per 100k),17.78,1.98,0.11,3.40,4,3,7,-1
"Salem, Virginia",Confirmed (per 100k),15.81,1.13,0.07,3.45,4,3,7,7
"Pierce, Nebraska",Confirmed (per 100k),13.99,2.00,0.14,3.11,4,3,7,-2
"Barren, Kentucky",Confirmed (per 100k),13.56,1.29,0.10,3.63,4,3,7,-1
"Lincoln, Kentucky",Confirmed (per 100k),12.22,0.58,0.05,2.41,3,4,7,-1
"Wayne, Nebraska",Confirmed (per 100k),10.66,1.52,0.14,3.11,4,3,7,-2
"McDonough, Illinois",Confirmed (per 100k),10.11,0.96,0.10,2.41,3,4,7,-1
